id,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
da8b19e2,John Ruddy,eng ENG,GK,Wolves,34,1986,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
18b896d6,Antonio Rüdiger,de GER,DF,Chelsea,28,1993,33.7,3,48,13,27.1,1.42,0.39,0.06,0.23,19.9,0,0,0,2.3,2.3,0.05,+0.7,+0.7,Matches
3faa1780,Lukas Rupp,de GER,MF,Norwich City,30,1991,8.5,0,12,2,16.7,1.40,0.23,0.00,0.00,21.2,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
903b6e8b,José Sá,pt POR,GK,Wolves,28,1993,36.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2b16cb1a,Allan Saint-Maximin,fr FRA,"FW,MF",Newcastle Utd,24,1997,31.2,5,64,26,40.6,2.05,0.83,0.08,0.19,19.7,0,0,0,5.2,5.2,0.08,-0.2,-0.2,Matches
9fbbcf39,Romain Saïss,ma MAR,DF,Wolves,31,1990,30.1,2,18,6,33.3,0.60,0.20,0.11,0.33,12.3,1,0,0,2.7,2.7,0.16,-0.7,-0.7,Matches
bc7dc64d,Bukayo Saka,eng ENG,"FW,MF",Arsenal,19,2001,33.1,11,95,29,30.5,2.87,0.88,0.09,0.31,17.1,0,2,2,10.3,8.7,0.09,+0.7,+0.3,Matches
e342ad68,Mohamed Salah,eg EGY,FW,Liverpool,29,1992,30.7,23,133,49,36.8,4.33,1.60,0.14,0.37,15.8,1,5,6,22.7,17.8,0.13,+0.3,+0.2,Matches
0b33f6ad,Mohammed Salisu,gh GHA,DF,Southampton,22,1999,33.0,0,24,9,37.5,0.73,0.27,0.00,0.00,12.2,0,0,0,2.0,2.0,0.08,-2.0,-2.0,Matches
1b4f1169,Albert Sambi Lokonga,be BEL,MF,Arsenal,21,1999,12.6,0,20,8,40.0,1.59,0.63,0.00,0.00,26.8,0,0,0,0.6,0.6,0.03,-0.6,-0.6,Matches
da7b447d,Davinson Sánchez,co COL,DF,Tottenham,25,1996,18.1,2,13,3,23.1,0.72,0.17,0.15,0.67,9.6,0,0,0,2.1,2.1,0.16,-0.1,-0.1,Matches
6a713852,Robert Sánchez,es ESP,GK,Brighton,23,1997,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
dbf053da,Jadon Sancho,eng ENG,"FW,MF",Manchester Utd,21,2000,21.1,3,26,9,34.6,1.23,0.43,0.12,0.33,14.1,0,0,0,3.6,3.6,0.14,-0.6,-0.6,Matches
6e7f1353,Morgan Sanson,fr FRA,MF,Aston Villa,26,1994,4.0,0,1,0,0.0,0.25,0.00,0.00,,33.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
92b4758e,Samir Santos,br BRA,DF,Watford,26,1994,18.6,0,8,2,25.0,0.43,0.11,0.00,0.00,13.0,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
a8d4428b,Josh Sargent,us USA,"FW,MF",Norwich City,21,2000,17.5,2,24,2,8.3,1.37,0.11,0.08,1.00,17.1,0,0,0,2.5,2.5,0.10,-0.5,-0.5,Matches
ac0d576d,Jeremy Sarmiento,ec ECU,"FW,MF",Brighton,19,2002,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
bfdb33aa,Ismaila Sarr,sn SEN,"FW,MF",Watford,23,1998,20.7,5,39,15,38.5,1.89,0.73,0.13,0.33,18.3,0,0,1,4.8,4.0,0.10,+0.2,+1.0,Matches
4315f30d,Malang Sarr,fr FRA,DF,Chelsea,22,1999,6.1,0,1,0,0.0,0.16,0.00,0.00,,21.6,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
21945a9e,Dane Scarlett,eng ENG,MF,Tottenham,17,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
c8aa95da,Fabian Schär,ch SUI,DF,Newcastle Utd,29,1991,24.0,2,21,8,38.1,0.88,0.33,0.10,0.25,19.5,4,0,0,1.2,1.2,0.06,+0.8,+0.8,Matches
3312f911,Jeffrey Schlupp,gh GHA,"MF,FW",Crystal Palace,28,1992,20.6,4,33,9,27.3,1.60,0.44,0.12,0.44,14.3,0,0,0,3.4,3.4,0.10,+0.6,+0.6,Matches
53af52f3,Kasper Schmeichel,dk DEN,GK,Leicester City,34,1986,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1770bd68,Ken Sema,se SWE,"MF,FW",Watford,27,1993,9.5,0,3,1,33.3,0.32,0.11,0.00,0.00,20.5,1,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
d04b94db,Nélson Semedo,pt POR,"MF,DF",Wolves,27,1993,23.7,0,19,4,21.1,0.80,0.17,0.00,0.00,20.2,0,0,0,1.6,1.6,0.08,-1.6,-1.6,Matches
6aa3e78b,Ryan Sessegnon,eng ENG,"DF,MF",Tottenham,21,2000,11.6,0,6,1,16.7,0.52,0.09,0.00,0.00,13.5,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
8d03ca5a,Jamie Shackleton,eng ENG,"DF,MF",Leeds United,21,1999,7.9,0,4,1,25.0,0.51,0.13,0.00,0.00,18.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
9c94165b,Luke Shaw,eng ENG,DF,Manchester Utd,26,1995,17.8,0,6,1,16.7,0.34,0.06,0.00,0.00,24.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
3727dd3c,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,29,1992,22.0,2,30,14,46.7,1.36,0.64,0.07,0.14,27.8,6,0,0,0.9,0.9,0.03,+1.1,+1.1,Matches
00f0482f,Shola Shoretire,eng ENG,MF,Manchester Utd,17,2004,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
0f933743,Francisco Sierralta,cl CHI,DF,Watford,24,1997,4.7,0,1,1,100.0,0.21,0.21,0.00,0.00,10.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
3eb22ec9,Bernardo Silva,pt POR,"MF,FW",Manchester City,26,1994,31.7,8,47,19,40.4,1.48,0.60,0.17,0.42,12.6,0,0,0,6.7,6.7,0.14,+1.3,+1.3,Matches
e7aa9d7c,Fábio Silva,pt POR,FW,Wolves,19,2002,6.4,0,19,5,26.3,2.99,0.79,0.00,0.00,13.7,0,0,0,1.8,1.8,0.09,-1.8,-1.8,Matches
86e7deaf,Thiago Silva,br BRA,DF,Chelsea,36,1984,29.4,3,18,5,27.8,0.61,0.17,0.17,0.60,12.2,0,0,0,0.9,0.9,0.05,+2.1,+2.1,Matches
26d3b5be,Ellis Simms,eng ENG,FW,Everton,20,2001,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2acd49b9,Moussa Sissoko,fr FRA,MF,Watford,31,1989,35.8,2,25,8,32.0,0.70,0.22,0.08,0.25,16.8,0,0,0,3.8,3.7,0.15,-1.8,-1.7,Matches
6250083a,Oliver Skipp,eng ENG,MF,Tottenham,20,2000,15.0,0,4,1,25.0,0.27,0.07,0.00,0.00,24.8,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
5e105217,William Smallbone,ie IRL,"MF,FW",Southampton,21,2000,1.5,0,1,0,0.0,0.68,0.00,0.00,,17.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
17695062,Emile Smith Rowe,eng ENG,"MF,FW",Arsenal,21,2000,21.3,10,40,23,57.5,1.87,1.08,0.25,0.43,15.8,0,0,0,6.0,6.0,0.15,+4.0,+4.0,Matches
839c14e1,Cédric Soares,pt POR,DF,Arsenal,29,1991,16.5,1,12,1,8.3,0.73,0.06,0.08,1.00,22.1,2,0,0,0.6,0.6,0.05,+0.4,+0.4,Matches
6613c819,Tomáš Souček,cz CZE,MF,West Ham,26,1995,34.0,5,45,11,24.4,1.32,0.32,0.11,0.45,12.8,0,0,0,5.5,4.8,0.11,-0.5,+0.2,Matches
ae59b359,Boubakary Soumaré,fr FRA,MF,Leicester City,22,1999,12.2,0,6,2,33.3,0.49,0.16,0.00,0.00,18.6,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
21166ff4,Çağlar Söyüncü,tr TUR,DF,Leicester City,25,1996,27.7,1,8,1,12.5,0.29,0.04,0.13,1.00,12.0,0,0,0,1.0,1.0,0.13,0.0,0.0,Matches
35be8087,Tony Springett,eng ENG,"MF,FW",Norwich City,18,2002,1.6,0,1,1,100.0,0.64,0.64,0.00,0.00,12.9,0,0,0,0.2,0.2,0.17,-0.2,-0.2,Matches
28300a16,Jason Steele,eng ENG,GK,Brighton,30,1990,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
a8a3d139,Jed Steer,eng ENG,GK,Aston Villa,28,1992,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
42130443,Zack Steffen,us USA,GK,Manchester City,26,1995,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
653ee42d,Dale Stephens,eng ENG,MF,Burnley,32,1989,1.4,0,1,0,0.0,0.73,0.00,0.00,,22.8,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
6adbc307,Jack Stephens,eng ENG,DF,Southampton,27,1994,9.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
b400bde0,Raheem Sterling,eng ENG,FW,Manchester City,26,1994,23.6,13,54,25,46.3,2.28,1.06,0.20,0.44,14.0,0,2,3,14.0,11.5,0.21,-1.0,-0.5,Matches
7e003182,Finley Stevens,wls WAL,DF,Brentford,18,2003,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
5eecec3d,John Stones,eng ENG,DF,Manchester City,27,1994,12.4,1,9,5,55.6,0.72,0.40,0.11,0.20,13.2,0,0,0,0.9,0.9,0.10,+0.1,+0.1,Matches
f4d296e4,Pascal Struijk,nl NED,"DF,MF",Leeds United,21,1999,22.8,1,11,3,27.3,0.48,0.13,0.09,0.33,9.1,0,0,0,1.4,1.4,0.14,-0.4,-0.4,Matches
df04eb4b,Crysencio Summerville,nl NED,"MF,FW",Leeds United,19,2001,1.4,0,2,0,0.0,1.38,0.00,0.00,,12.7,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches
953c30b0,Jakob Sørensen,dk DEN,"MF,DF",Norwich City,23,1998,6.7,0,5,1,20.0,0.75,0.15,0.00,0.00,16.5,0,0,0,0.5,0.5,0.10,-0.5,-0.5,Matches
e9971f2d,Japhet Tanganga,eng ENG,DF,Tottenham,22,1999,8.2,0,7,2,28.6,0.86,0.24,0.00,0.00,13.3,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
e514ab62,Matt Targett,eng ENG,DF,Aston Villa,25,1995,15.9,1,7,2,28.6,0.44,0.13,0.14,0.50,13.5,0,0,0,0.5,0.5,0.07,+0.5,+0.5,Matches
e514ab62,Matt Targett,eng ENG,DF,Newcastle Utd,25,1995,16.0,0,6,3,50.0,0.37,0.19,0.00,0.00,16.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
15ea812b,James Tarkowski,eng ENG,DF,Burnley,28,1992,34.5,1,22,6,27.3,0.64,0.17,0.05,0.17,11.3,0,0,0,2.5,2.5,0.12,-1.5,-1.5,Matches
a65c844b,Nuno Tavares,pt POR,DF,Arsenal,21,2000,13.1,1,23,2,8.7,1.76,0.15,0.04,0.50,19.8,0,0,0,1.9,1.9,0.08,-0.9,-0.9,Matches
cc2d7ad5,Charlie Taylor,eng ENG,DF,Burnley,27,1993,30.3,0,7,0,0.0,0.23,0.00,0.00,,22.4,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
f1e94cd6,Nathan Tella,eng ENG,"MF,FW",Southampton,22,1999,8.9,0,12,5,41.7,1.34,0.56,0.00,0.00,21.8,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
e73c9bb2,Alex Telles,br BRA,DF,Manchester Utd,28,1992,18.4,0,10,3,30.0,0.54,0.16,0.00,0.00,23.1,4,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
fc027d02,Luke Thomas,eng ENG,DF,Leicester City,20,2001,21.2,0,4,0,0.0,0.19,0.00,0.00,,19.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
235a62f8,Dominic Thompson,eng ENG,DF,Brentford,21,2000,1.6,0,1,0,0.0,0.62,0.00,0.00,,14.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
56f7a928,Youri Tielemans,be BEL,MF,Leicester City,24,1997,29.2,6,57,15,26.3,1.95,0.51,0.07,0.27,25.0,0,2,2,4.4,2.8,0.05,+1.6,+1.2,Matches
fce2302c,Kieran Tierney,sct SCO,DF,Arsenal,24,1997,21.3,1,15,5,33.3,0.70,0.23,0.07,0.20,20.8,0,0,0,0.6,0.6,0.04,+0.4,+0.4,Matches
b3af9be1,Takehiro Tomiyasu,jp JPN,DF,Arsenal,22,1998,18.7,0,11,2,18.2,0.59,0.11,0.00,0.00,17.1,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
e7ca0439,James Tomkins,eng ENG,DF,Crystal Palace,32,1989,6.1,1,4,2,50.0,0.66,0.33,0.25,0.50,13.7,0,0,0,0.5,0.5,0.12,+0.5,+0.5,Matches
e09f279b,Ivan Toney,eng ENG,FW,Brentford,25,1996,32.3,12,83,24,28.9,2.57,0.74,0.08,0.29,15.8,0,5,5,11.4,7.4,0.09,+0.6,-0.4,Matches
9e1035f8,Ferrán Torres,es ESP,FW,Manchester City,21,2000,3.4,2,13,4,30.8,3.86,1.19,0.15,0.50,14.2,0,0,0,2.8,2.8,0.21,-0.8,-0.8,Matches
9a104dee,Cenk Tosun,tr TUR,MF,Everton,30,1991,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
b28bbd58,Andros Townsend,eng ENG,"MF,FW",Everton,30,1991,16.2,3,20,9,45.0,1.24,0.56,0.10,0.22,22.1,4,1,1,2.2,1.5,0.07,+0.8,+0.5,Matches
9a28eba4,Adama Traoré,es ESP,"FW,MF",Wolves,25,1996,11.9,1,23,5,21.7,1.94,0.42,0.04,0.20,19.7,0,0,0,3.0,3.0,0.13,-2.0,-2.0,Matches
c47541e0,Bertrand Traoré,bf BFA,"MF,FW",Aston Villa,25,1995,2.4,0,8,1,12.5,3.27,0.41,0.00,0.00,18.5,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
3ae14ed1,Trézéguet,eg EGY,FW,Aston Villa,26,1994,0.1,0,1,0,0.0,8.18,0.00,0.00,,22.0,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
77e39b04,Francisco Trincão,pt POR,"FW,MF",Wolves,21,1999,14.8,2,32,13,40.6,2.16,0.88,0.06,0.15,18.6,1,0,0,3.7,3.7,0.12,-1.7,-1.7,Matches
21512407,Kieran Trippier,eng ENG,DF,Newcastle Utd,30,1990,4.8,2,2,2,100.0,0.42,0.42,1.00,1.00,24.5,2,0,0,0.2,0.2,0.11,+1.8,+1.8,Matches
7ed4921e,William Troost-Ekong,ng NGA,DF,Watford,27,1993,15.4,0,2,0,0.0,0.13,0.00,0.00,,21.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
38ceb24a,Leandro Trossard,be BEL,"FW,MF",Brighton,26,1994,31.2,8,73,26,35.6,2.34,0.83,0.10,0.27,18.7,5,1,1,6.7,5.9,0.08,+1.3,+1.1,Matches
f315ca93,Kostas Tsimikas,gr GRE,DF,Liverpool,25,1996,9.7,0,8,2,25.0,0.82,0.21,0.00,0.00,16.9,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches
2baec6ce,Axel Tuanzebe,eng ENG,DF,Aston Villa,23,1997,5.6,0,2,1,50.0,0.35,0.18,0.00,0.00,10.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
17d45fb2,Ozan Tufan,tr TUR,MF,Watford,26,1995,3.7,0,3,0,0.0,0.81,0.00,0.00,,18.1,0,0,0,0.6,0.6,0.19,-0.6,-0.6,Matches
9f333379,Christos Tzolis,gr GRE,"FW,MF",Norwich City,19,2002,3.7,0,6,2,33.3,1.61,0.54,0.00,0.00,18.5,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
531a4aa8,Yan Valery,tn TUN,DF,Southampton,22,1999,4.1,0,2,0,0.0,0.49,0.00,0.00,,28.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
e06683ca,Virgil van Dijk,nl NED,DF,Liverpool,30,1991,34.0,3,35,14,40.0,1.03,0.41,0.09,0.21,13.3,1,0,0,2.0,2.0,0.06,+1.0,+1.0,Matches
9f8e9423,Raphaël Varane,fr FRA,DF,Manchester Utd,28,1993,20.3,1,9,1,11.1,0.44,0.05,0.11,1.00,9.6,0,0,0,0.7,0.7,0.08,+0.3,+0.3,Matches
45963054,Jamie Vardy,eng ENG,FW,Leicester City,34,1987,20.1,15,54,25,46.3,2.69,1.25,0.28,0.60,12.4,0,0,0,10.8,10.8,0.20,+4.2,+4.2,Matches
dad4b285,Joël Veltman,nl NED,DF,Brighton,29,1992,31.9,1,12,2,16.7,0.38,0.06,0.08,0.50,18.1,0,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches
1900032e,Jannik Vestergaard,dk DEN,DF,Leicester City,28,1992,6.3,0,1,0,0.0,0.16,0.00,0.00,,4.0,0,0,0,0.1,0.1,0.12,-0.1,-0.1,Matches
aa8e289e,Nikola Vlašić,hr CRO,"FW,MF",West Ham,23,1997,6.2,1,7,3,42.9,1.13,0.48,0.14,0.33,18.5,0,0,0,1.3,1.3,0.19,-0.3,-0.3,Matches
0d4ceb32,Matěj Vydra,cz CZE,FW,Burnley,29,1992,7.5,2,19,7,36.8,2.52,0.93,0.11,0.29,15.1,0,0,0,2.9,2.9,0.15,-0.9,-0.9,Matches
1ecb65be,Theo Walcott,eng ENG,"MF,FW",Southampton,32,1989,4.2,0,6,0,0.0,1.42,0.00,0.00,,16.4,0,0,0,0.6,0.6,0.10,-0.6,-0.6,Matches
86dd77d1,Kyle Walker,eng ENG,DF,Manchester City,31,1990,19.5,0,8,2,25.0,0.41,0.10,0.00,0.00,23.7,1,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
984a5a64,Kyle Walker-Peters,eng ENG,DF,Southampton,24,1997,29.3,1,26,7,26.9,0.89,0.24,0.04,0.14,18.6,0,0,0,1.1,1.1,0.04,-0.1,-0.1,Matches
9e525177,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,23,1997,19.9,0,5,1,20.0,0.25,0.05,0.00,0.00,14.1,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
d3ce0e89,Danny Ward,wls WAL,GK,Leicester City,28,1993,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
8a7ff278,Joel Ward,eng ENG,DF,Crystal Palace,31,1989,27.6,0,10,1,10.0,0.36,0.04,0.00,0.00,20.4,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
3515d404,James Ward-Prowse,eng ENG,MF,Southampton,26,1994,35.7,10,51,20,39.2,1.43,0.56,0.12,0.30,27.9,23,4,4,5.4,2.2,0.04,+4.6,+3.8,Matches
aed3a70f,Ollie Watkins,eng ENG,FW,Aston Villa,25,1995,32.8,11,76,31,40.8,2.32,0.95,0.13,0.32,13.6,0,1,1,11.6,11.0,0.14,-0.6,-1.0,Matches
c40b6180,Adam Webster,eng ENG,DF,Brighton,26,1995,15.9,2,8,2,25.0,0.50,0.13,0.25,1.00,11.2,0,0,0,0.9,0.9,0.13,+1.1,+1.1,Matches
c4e87b8b,Wout Weghorst,nl NED,FW,Burnley,28,1992,16.1,2,30,7,23.3,1.86,0.43,0.07,0.29,14.0,0,0,0,4.8,4.8,0.16,-2.8,-2.8,Matches
ce5143da,Danny Welbeck,eng ENG,"FW,MF",Brighton,30,1990,16.4,6,43,21,48.8,2.62,1.28,0.14,0.29,12.8,0,0,0,6.6,6.6,0.16,-0.6,-0.6,Matches
49fe9070,Timo Werner,de GER,"FW,MF",Chelsea,25,1996,14.3,4,45,16,35.6,3.16,1.12,0.09,0.25,13.3,0,0,0,6.8,6.8,0.15,-2.8,-2.8,Matches
495945ef,Ashley Westwood,eng ENG,MF,Burnley,31,1990,25.4,0,14,1,7.1,0.55,0.04,0.00,0.00,21.0,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
35e413f1,Ben White,eng ENG,DF,Arsenal,23,1997,32.0,0,12,3,25.0,0.37,0.09,0.00,0.00,15.2,0,0,0,1.0,1.0,0.09,-1.0,-1.0,Matches
5e74d6c8,Brandon Williams,eng ENG,DF,Norwich City,20,2000,23.6,0,4,1,25.0,0.17,0.04,0.00,0.00,21.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
dd323728,Neco Williams,wls WAL,DF,Liverpool,20,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
a3b03921,Joe Willock,eng ENG,MF,Newcastle Utd,21,1999,22.6,2,35,11,31.4,1.55,0.49,0.06,0.18,17.2,0,0,0,3.2,3.2,0.09,-1.2,-1.2,Matches
c596fcb0,Callum Wilson,eng ENG,FW,Newcastle Utd,29,1992,15.4,8,33,12,36.4,2.14,0.78,0.18,0.50,14.2,0,2,2,6.2,4.6,0.14,+1.8,+1.4,Matches
2f7acede,Harry Winks,eng ENG,MF,Tottenham,25,1996,10.1,0,3,1,33.3,0.30,0.10,0.00,0.00,26.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
2500cef9,Yoane Wissa,cd COD,FW,Brentford,24,1996,14.3,7,32,13,40.6,2.24,0.91,0.22,0.54,16.4,0,0,0,3.1,3.1,0.10,+3.9,+3.9,Matches
4e9a0555,Chris Wood,nz NZL,FW,Burnley,29,1991,15.2,3,30,11,36.7,1.98,0.72,0.10,0.27,12.7,0,0,0,4.2,4.2,0.14,-1.2,-1.2,Matches
4e9a0555,Chris Wood,nz NZL,FW,Newcastle Utd,29,1991,14.7,2,20,6,30.0,1.36,0.41,0.05,0.17,12.0,0,1,1,3.1,2.3,0.12,-1.1,-1.3,Matches
19e50035,Freddie Woodman,eng ENG,GK,Newcastle Utd,24,1997,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
e61b8aee,Granit Xhaka,ch SUI,"MF,DF",Arsenal,28,1992,25.9,1,27,5,18.5,1.04,0.19,0.04,0.20,23.4,1,0,0,1.4,1.4,0.05,-0.4,-0.4,Matches
849c826a,Andriy Yarmolenko,ua UKR,"FW,MF",West Ham,31,1989,3.5,1,11,5,45.5,3.13,1.42,0.09,0.20,15.2,0,0,0,0.8,0.8,0.07,+0.2,+0.2,Matches
be927d03,Ashley Young,eng ENG,"DF,FW",Aston Villa,36,1985,13.9,0,10,3,30.0,0.72,0.22,0.00,0.00,21.2,1,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
f9682888,Nathan Young-Coombes,eng ENG,MF,Brentford,18,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
b2bc3b1f,Wilfried Zaha,ci CIV,FW,Crystal Palace,28,1992,30.7,14,62,26,41.9,2.02,0.85,0.15,0.35,18.8,0,5,7,9.5,3.9,0.06,+4.5,+5.1,Matches
2d5f03bf,Christoph Zimmermann,de GER,DF,Norwich City,28,1993,1.7,0,2,1,50.0,1.15,0.57,0.00,0.00,21.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
51cf8561,Oleksandr Zinchenko,ua UKR,DF,Manchester City,24,1996,11.6,0,12,4,33.3,1.03,0.34,0.00,0.00,22.4,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
6622454d,Hakim Ziyech,ma MAR,"MF,FW",Chelsea,28,1993,14.7,4,52,19,36.5,3.55,1.30,0.08,0.21,21.2,3,0,0,3.4,3.4,0.07,+0.6,+0.6,Matches
ce4246f5,Kurt Zouma,fr FRA,DF,West Ham,26,1994,23.1,1,6,2,33.3,0.26,0.09,0.17,0.50,6.1,0,0,0,1.1,1.1,0.19,-0.1,-0.1,Matches
79300479,Martin Ødegaard,no NOR,"MF,FW",Arsenal,22,1998,30.9,7,53,21,39.6,1.71,0.68,0.13,0.33,21.0,12,0,0,4.8,4.8,0.09,+2.2,+2.2,Matches
