id,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
32c2d95f,Yunis Abdelhamid,ma MAR,DF,Reims,34,1987,37.0,6,0,0,49,28,2,5,64,50,0,0,0,263,93,51,64.6,Matches
7978cbf0,Himad Abdelli,dz ALG,"MF,FW",Angers,22,1999,23.7,3,0,0,43,31,1,35,28,38,0,0,0,180,18,23,43.9,Matches
82464ce3,Salis Abdul Samed,gh GHA,MF,Lens,22,2000,32.2,6,1,0,71,38,0,10,36,26,0,0,1,213,14,17,45.2,Matches
31626657,Laurent Abergel,fr FRA,MF,Lorient,29,1993,26.0,7,1,1,28,29,0,6,34,52,0,0,0,193,8,15,34.8,Matches
0e46fa2f,Matthis Abline,fr FRA,"FW,MF",Auxerre,19,2003,9.0,1,0,0,14,10,5,6,1,2,1,0,0,13,12,30,28.6,Matches
0e46fa2f,Matthis Abline,fr FRA,"FW,MF",Rennes,19,2003,1.2,0,0,0,3,5,1,2,2,1,1,0,0,2,1,4,20.0,Matches
c2a6033c,Zakaria Aboukhlal,ma MAR,"FW,MF",Toulouse,22,2000,27.5,4,0,0,41,46,20,29,22,23,0,0,0,130,12,31,27.9,Matches
1e93fc5d,Mohamed Achi,fr FRA,FW,Nantes,20,2002,0.4,0,0,0,2,0,0,1,0,1,0,0,0,2,0,0,,Matches
7587446d,Martin Adeline,fr FRA,"MF,FW",Reims,18,2003,1.2,2,0,0,5,0,0,0,3,3,0,0,0,11,6,5,54.5,Matches
75f1ed80,Emmanuel Agbadou,ci CIV,DF,Reims,25,1997,26.5,5,3,0,29,6,0,2,32,49,0,1,1,248,60,36,62.5,Matches
8bc8829a,Lucien Agoume,fr FRA,MF,Troyes,20,2002,12.2,5,0,0,30,8,1,9,27,25,0,0,0,84,31,18,63.3,Matches
3dd738a1,Ruben Aguilar,fr FRA,DF,Monaco,29,1993,13.0,3,0,0,15,14,1,39,18,9,0,0,0,80,12,14,46.2,Matches
22396615,Amar Ahmed,se SWE,FW,Troyes,18,2004,0.2,0,0,0,1,1,0,0,1,1,0,0,0,2,0,3,0.0,Matches
48b28bfd,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,28,1994,14.4,4,1,0,39,23,1,5,24,20,0,0,0,91,26,18,59.1,Matches
462475ed,Ludovic Ajorque,fr FRA,FW,Strasbourg,28,1994,8.6,1,0,0,14,8,1,0,2,4,0,0,0,21,50,33,60.2,Matches
b625b241,Maghnes Akliouche,fr FRA,"MF,FW",Monaco,20,2002,4.5,3,0,0,7,4,1,10,3,4,0,0,0,23,2,6,25.0,Matches
9e17ccff,Doğan Alemdar,tr TUR,GK,Rennes,19,2002,4.5,1,0,0,0,0,0,0,0,0,0,0,0,6,2,0,100.0,Matches
1956b948,Jim Allevinah,ga GAB,"DF,FW",Clermont Foot,27,1995,24.9,2,0,0,22,53,1,65,24,24,0,0,0,153,12,17,41.4,Matches
0a63446f,Mickaël Alphonse,gp GLP,DF,Ajaccio,33,1989,15.1,2,1,0,19,15,0,27,35,23,0,1,1,89,32,27,54.2,Matches
9260926b,Ibrahim Amadou,fr FRA,"DF,MF",Angers,29,1993,4.7,2,0,0,4,3,0,1,10,7,0,2,0,29,6,5,54.5,Matches
ae11ba3d,Ayoub Amraoui,ma MAR,"DF,FW",Nice,18,2004,3.3,1,0,0,5,2,0,14,4,5,0,0,0,12,0,1,0.0,Matches
ef9c1c95,Benjamin André,fr FRA,MF,Lille,31,1990,32.4,12,0,0,57,39,1,14,47,74,1,0,0,278,91,61,59.9,Matches
af3ddb2e,Komnen Andrić,rs SRB,FW,Clermont Foot,27,1995,16.1,4,0,0,16,41,7,1,8,5,1,1,0,37,45,59,43.3,Matches
a5db0bec,Houssem Aouar,dz ALG,MF,Lyon,24,1998,5.8,2,0,0,7,5,0,6,8,5,0,0,0,35,6,4,60.0,Matches
b94b8be1,Adil Aouchiche,fr FRA,MF,Lorient,20,2002,2.8,0,0,0,4,5,0,17,4,2,0,0,0,14,0,3,0.0,Matches
feb5d3ab,Dennis Appiah,fr FRA,"DF,MF",Nantes,30,1992,8.8,1,0,0,16,1,1,21,10,11,0,1,0,50,16,16,50.0,Matches
