id,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
4cd41883,Paxten Aaronson,us USA,"MF,DF",Eint Frankfurt,18,2003,7,173,25,5.7,1.9,0,,0,7,25,6,1.14,4,0,+4,+2.08,+2.02,5.4,1.4,+4.0,+2.06,+1.92,Matches
22919e97,Sargis Adamyan,am ARM,"FW,MF",Köln,29,1993,24,644,27,21.0,7.2,4,62,0,20,20,4,1.13,11,16,-5,-0.70,-0.70,11.2,11.7,-0.5,-0.06,-0.28,Matches
501055d8,Karim Adeyemi,de GER,"FW,MF",Dortmund,20,2002,24,1386,58,45.3,15.4,20,64,2,4,27,1,2.17,41,17,+24,+1.56,+0.75,32.6,17.4,+15.2,+0.99,+0.31,Matches
dcfb17f4,Amine Adli,fr FRA,"FW,MF",Leverkusen,22,2000,26,1435,55,46.9,15.9,16,74,1,10,26,1,1.69,29,17,+12,+0.75,+0.97,26.3,15.7,+10.6,+0.66,+0.77,Matches
cb6d81b3,Felix Agu,de GER,"DF,FW",Werder Bremen,22,1999,3,49,16,1.6,0.5,0,,0,3,16,9,1.33,1,2,-1,-1.84,-1.48,0.4,2.4,-2.0,-3.53,-3.24,Matches
a6c58494,Naouirou Ahamada,fr FRA,MF,Stuttgart,20,2002,17,1398,82,45.7,15.5,17,82,6,0,,0,0.94,17,26,-9,-0.58,-0.42,19.5,18.4,+1.1,+0.07,0.00,Matches
54507986,Antonis Aidonis,de GER,DF,Stuttgart,21,2001,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
462475ed,Ludovic Ajorque,fr FRA,"FW,MF",Mainz 05,28,1994,17,1211,71,39.6,13.5,15,79,3,2,15,0,1.47,23,22,+1,+0.07,+0.17,18.8,20.7,-1.9,-0.14,+0.08,Matches
6ec6fde0,Kevin Akpoguma,ng NGA,DF,Hoffenheim,27,1995,28,1950,70,63.7,21.7,21,81,14,7,35,3,1.04,22,29,-7,-0.32,-0.16,26.8,30.6,-3.8,-0.17,-0.23,Matches
834d0be5,Lucas Alario,ar ARG,"FW,MF",Eint Frankfurt,29,1992,20,331,17,10.8,3.7,2,78,1,18,10,9,1.25,5,9,-4,-1.09,-1.42,6.1,3.5,+2.6,+0.69,+0.49,Matches
00f518d8,Faride Alidou,de GER,"DF,MF",Eint Frankfurt,21,2001,15,182,12,5.9,2.0,0,,0,15,12,10,1.13,3,4,-1,-0.49,-0.71,4.0,2.5,+1.4,+0.69,+0.47,Matches
8ce30c57,Éder Álvarez Balanta,co COL,"MF,FW",Schalke 04,29,1993,6,238,40,7.8,2.6,3,50,0,3,29,3,1.50,2,3,-1,-0.38,+0.74,2.7,4.7,-2.0,-0.75,-0.25,Matches
cd682b6b,Lukáš Ambros,cz CZE,MF,Wolfsburg,18,2004,1,17,17,0.6,0.2,0,,0,1,17,8,0.00,0,2,-2,-10.59,-10.91,0.0,1.0,-1.0,-5.36,-5.39,Matches
555d5edd,Nadiem Amiri,de GER,"MF,FW",Leverkusen,25,1996,25,977,39,31.9,10.9,9,75,2,16,19,4,1.44,19,20,-1,-0.09,-0.48,14.4,12.8,+1.6,+0.15,-0.16,Matches
e0b113a7,Robert Andrich,de GER,MF,Leverkusen,27,1994,29,2406,83,78.6,26.7,28,85,24,1,15,0,1.55,50,38,+12,+0.45,+1.00,40.9,34.9,+6.0,+0.23,-0.13,Matches
30941e96,Angeliño,es ESP,DF,Hoffenheim,25,1997,33,2617,79,85.5,29.1,30,86,23,3,13,0,1.09,38,51,-13,-0.45,-1.26,39.9,45.6,-5.7,-0.20,-0.73,Matches
5e66fa06,Waldemar Anton,de GER,DF,Stuttgart,26,1996,34,2934,86,95.9,32.6,34,86,27,0,,0,0.97,44,54,-10,-0.31,+1.12,44.6,44.0,+0.7,+0.02,-1.19,Matches
0a3f6cde,Christopher Antwi-Adjei,gh GHA,"FW,MF",Bochum,28,1994,29,1981,68,64.7,22.0,22,81,10,7,29,2,1.21,32,40,-8,-0.36,+1.64,29.3,38.3,-9.0,-0.41,+0.99,Matches
baeac12a,Ayman Aourir,de GER,MF,Leverkusen,17,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
56413b1f,Charles Aránguiz,cl CHI,MF,Leverkusen,33,1989,10,493,49,16.1,5.5,4,60,0,6,42,0,0.80,7,10,-3,-0.55,-0.93,7.4,8.6,-1.2,-0.22,-0.57,Matches
86e119e0,Maximilian Arnold,de GER,MF,Wolfsburg,28,1994,32,2767,86,90.4,30.7,32,86,24,0,,0,1.47,53,44,+9,+0.29,+0.29,46.8,45.3,+1.5,+0.05,+0.51,Matches
13ddc856,Takuma Asano,jp JPN,"FW,MF",Bochum,27,1994,25,1713,69,56.0,19.0,21,75,4,4,33,0,0.88,24,38,-14,-0.74,+0.47,26.8,37.4,-10.6,-0.56,+0.45,Matches
35f67a30,Fisnik Asllani,xk KVX,FW,Hoffenheim,19,2002,8,167,21,5.5,1.9,0,,0,8,21,2,0.38,1,3,-2,-1.08,-0.86,3.2,2.7,+0.5,+0.25,+0.37,Matches
dbd1b101,Noah Atubolu,de GER,GK,Freiburg,20,2002,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
fe46e261,Mehmet Aydin,de GER,"DF,FW",Schalke 04,20,2002,16,567,35,18.5,6.3,3,78,1,13,26,9,0.75,5,12,-7,-1.11,-0.06,8.3,9.7,-1.4,-0.22,+0.36,Matches
ce81d82d,Ayman Azhil,ma MAR,MF,Leverkusen,21,2001,1,1,1,0.0,0.0,0,,0,1,1,10,3.00,0,0,0,0.00,-0.24,0.0,0.0,0.0,0.00,-0.25,Matches
10549b49,Sardar Azmoun,ir IRN,"FW,MF",Leverkusen,27,1995,23,927,40,30.3,10.3,8,81,3,15,19,3,1.22,13,17,-4,-0.39,-0.89,17.8,13.6,+4.2,+0.41,+0.22,Matches
f582d5c1,Sanoussy Ba,de GER,DF,RB Leipzig,18,2004,1,1,1,0.0,0.0,0,,0,1,1,18,3.00,0,0,0,0.00,-0.68,0.0,0.0,0.0,0.00,-0.75,Matches
6bcf5582,Elias Bakatukanda,de GER,MF,Köln,18,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
a8567629,Mitchel Bakker,nl NED,"DF,MF",Leverkusen,22,2000,28,1659,59,54.2,18.4,19,80,11,9,15,4,1.50,33,28,+5,+0.27,+0.08,25.1,22.9,+2.2,+0.12,-0.29,Matches
442b56fa,Ridle Baku,de GER,"DF,FW",Wolfsburg,24,1998,33,2580,78,84.3,28.7,29,86,23,4,25,0,1.48,52,41,+11,+0.38,+0.76,44.3,42.9,+1.4,+0.05,+0.32,Matches
a2a85828,Aymen Barkok,ma MAR,MF,Mainz 05,24,1998,23,584,25,19.1,6.5,3,76,0,20,18,10,1.43,12,11,+1,+0.15,+0.23,10.6,10.7,0.0,-0.01,+0.23,Matches
00242b75,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,22,2000,31,2141,69,70.0,23.8,25,81,14,6,21,2,1.39,41,36,+5,+0.21,+0.80,34.1,40.1,-6.1,-0.26,-0.22,Matches
e61bdd69,Gil Bastião Dias,pt POR,FW,Stuttgart,25,1996,7,398,57,13.0,4.4,6,59,0,1,45,3,0.57,3,8,-5,-1.13,-0.89,3.6,4.5,-1.0,-0.22,-0.33,Matches
44a20f0c,Maximilian Bauer,de GER,DF,Augsburg,22,2000,27,1846,68,60.3,20.5,20,84,17,7,25,6,1.11,25,41,-16,-0.78,-0.41,21.0,36.5,-15.5,-0.76,-0.13,Matches
47064058,Oliver Baumann,de GER,GK,Hoffenheim,32,1990,34,3060,90,100.0,34.0,34,90,34,0,,0,1.06,48,57,-9,-0.26,,48.0,51.1,-3.1,-0.09,,Matches
bd7d2e6d,Timo Baumgartl,de GER,DF,Union Berlin,26,1996,8,562,70,18.4,6.2,6,82,3,2,37,9,1.38,7,10,-3,-0.48,-1.06,8.2,8.4,-0.2,-0.02,+0.14,Matches
69374ff5,Julian Baumgartlinger,at AUT,MF,Augsburg,34,1988,16,554,35,18.1,6.2,3,90,3,13,22,11,0.69,11,17,-6,-0.97,-0.44,8.4,10.7,-2.4,-0.38,+0.40,Matches
437f2b00,Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,22,1999,33,2567,78,83.9,28.5,33,78,14,0,,0,1.09,40,49,-9,-0.32,-0.32,42.0,42.8,-0.8,-0.03,+0.38,Matches
fbbc8e15,Noah Joel Sarenren Bazee,ng NGA,"MF,FW",Augsburg,25,1996,2,20,10,0.7,0.2,0,,0,2,10,8,1.50,0,0,0,0.00,+0.62,0.2,0.1,0.0,+0.16,+0.87,Matches
29dd9279,Luca Bazzoli,de GER,DF,Stuttgart,21,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
a53b661f,Ihlas Bebou,tg TOG,"FW,DF",Hoffenheim,28,1994,19,1416,75,46.3,15.7,17,79,6,2,39,0,0.95,21,25,-4,-0.25,+0.02,19.5,24.9,-5.4,-0.34,-0.47,Matches
8eb55dbb,Sheraldo Becker,sr SUR,FW,Union Berlin,27,1995,34,2554,75,83.5,28.4,33,76,4,1,33,0,1.82,41,32,+9,+0.32,-0.39,29.9,36.1,-6.3,-0.22,-0.50,Matches
30ae134d,Kevin Behrens,de GER,FW,Union Berlin,31,1991,33,1535,47,50.2,17.1,17,71,1,16,21,0,1.85,30,23,+7,+0.41,+0.06,18.7,21.5,-2.8,-0.16,-0.05,Matches
857a5abe,Stefan Bell,de GER,DF,Mainz 05,30,1991,30,2395,80,78.3,26.6,26,88,22,4,30,2,1.40,43,40,+3,+0.11,+0.65,36.8,41.9,-5.1,-0.19,0.00,Matches
bee0bab1,Karim Bellarabi,de GER,"FW,MF",Leverkusen,32,1990,8,85,11,2.8,0.9,1,45,0,7,6,8,1.50,0,1,-1,-1.06,-1.33,1.5,2.0,-0.5,-0.54,-0.81,Matches
57d88cf9,Jude Bellingham,eng ENG,MF,Dortmund,19,2003,31,2691,87,87.9,29.9,30,89,28,1,25,1,2.06,73,40,+33,+1.10,-0.36,60.1,39.0,+21.0,+0.70,-0.98,Matches
378825c7,Ramy Bensebaini,dz ALG,DF,M'Gladbach,27,1995,28,2481,89,81.1,27.6,28,89,22,0,,0,1.43,44,39,+5,+0.18,+1.42,42.2,39.0,+3.2,+0.12,+0.82,Matches
7ffce688,Tom Berger,de GER,MF,Werder Bremen,21,2001,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
eb6e14be,Mergim Berisha,de GER,FW,Augsburg,24,1998,23,1679,73,54.9,18.7,20,81,9,3,19,0,1.22,24,32,-8,-0.43,+0.42,22.1,27.1,-5.0,-0.27,+0.97,Matches
9af1f9ff,Jordan Beyer,de GER,DF,M'Gladbach,22,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
763b8b37,Bartosz Bialek,pl POL,FW,Wolfsburg,20,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
7aac47fe,Ermin Bičakčić,ba BIH,DF,Hoffenheim,32,1990,9,265,29,8.7,2.9,0,,0,9,29,10,1.11,5,11,-6,-2.04,-1.94,4.1,8.6,-4.6,-1.55,-1.60,Matches
07d3bfec,Tom Bischof,de GER,"MF,FW",Hoffenheim,17,2005,11,315,29,10.3,3.5,3,62,0,8,16,10,0.45,6,7,-1,-0.29,-0.02,5.2,6.2,-1.1,-0.30,-0.24,Matches
dc62fbee,Leonardo Bittencourt,de GER,"MF,DF",Werder Bremen,28,1993,25,1629,65,53.2,18.1,22,71,4,3,26,1,1.12,26,27,-1,-0.06,+0.70,18.9,23.5,-4.6,-0.25,+0.20,Matches
663e080e,Janis Blaswich,de GER,GK,RB Leipzig,31,1991,26,2340,90,76.5,26.0,26,90,26,0,,7,2.00,48,29,+19,+0.73,+0.23,49.3,27.0,+22.3,+0.86,+0.46,Matches
691bef82,Daley Blind,nl NED,"DF,MF",Bayern Munich,32,1990,4,134,34,4.4,1.5,1,90,1,3,15,15,2.25,3,5,-2,-1.34,-3.07,2.8,3.6,-0.8,-0.55,-1.74,Matches
f4ec4fd0,Kevin-Prince Boateng,gh GHA,MF,Hertha BSC,35,1987,16,467,29,15.3,5.2,5,61,0,11,15,13,0.44,5,12,-7,-1.35,-0.65,6.1,7.8,-1.7,-0.33,+0.33,Matches
4f380a04,Ben Bobzien,de GER,FW,Mainz 05,19,2003,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
635f2732,Jean-Paul Boëtius,nl NED,MF,Hertha BSC,28,1994,21,1050,50,34.3,11.7,10,74,3,11,28,3,1.05,13,23,-10,-0.86,-0.10,12.4,22.2,-9.9,-0.85,-0.37,Matches
6ebbc28a,Tarsis Bonga,de GER,MF,Bochum,25,1997,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
36578017,Yvandro Borges Sanches,lu LUX,"FW,MF",M'Gladbach,18,2004,3,28,9,0.9,0.3,0,,0,3,9,10,1.33,1,2,-1,-3.21,-3.15,0.6,0.7,-0.1,-0.17,-0.13,Matches
01834aa0,Sebastiaan Bornauw,be BEL,DF,Wolfsburg,23,1999,26,1928,74,63.0,21.4,23,82,18,3,11,7,1.54,41,31,+10,+0.47,+0.55,32.3,33.0,-0.7,-0.03,-0.09,Matches
c68da769,Rafael Borré,co COL,"MF,FW",Eint Frankfurt,26,1995,32,1078,34,35.2,12.0,10,68,2,22,18,1,1.44,13,21,-8,-0.67,-1.30,17.7,18.1,-0.5,-0.04,-0.45,Matches
a167537f,Julian Brandt,de GER,"MF,FW",Dortmund,26,1996,32,2397,75,78.3,26.6,29,80,12,3,27,0,2.09,67,28,+39,+1.46,+1.46,55.8,29.0,+26.8,+1.01,+0.86,Matches
d28339cb,Fabian Bredlow,de GER,GK,Stuttgart,27,1995,15,1350,90,44.1,15.0,15,90,15,0,,18,1.13,23,23,0,0.00,+0.63,22.2,20.6,+1.6,+0.11,+0.07,Matches
d4a2533d,Josip Brekalo,hr CRO,"MF,FW",Wolfsburg,24,1998,6,271,45,8.9,3.0,3,74,0,3,17,6,1.17,2,5,-3,-1.00,-1.38,2.1,4.5,-2.4,-0.79,-0.87,Matches
e27da244,John Brooks,us USA,DF,Hoffenheim,29,1993,15,1350,90,44.1,15.0,15,90,15,0,,2,1.13,23,28,-5,-0.33,-0.12,19.4,23.2,-3.8,-0.25,-0.29,Matches
bbd79358,Moritz Broschinski,de GER,"FW,MF",Bochum,21,2000,11,213,19,7.0,2.4,0,,0,11,19,3,1.09,5,4,+1,+0.42,+1.47,4.9,6.4,-1.6,-0.66,+0.10,Matches
ca591488,Maximilian Brüll,de GER,GK,M'Gladbach,19,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
f0a37d36,Cédric Brunner,ch SUI,DF,Schalke 04,28,1994,28,2315,83,75.7,25.7,28,83,18,0,,0,0.79,22,54,-32,-1.24,-0.76,27.8,41.7,-13.9,-0.54,-0.10,Matches
4e204552,Jacob Bruun Larsen,dk DEN,FW,Hoffenheim,23,1998,12,328,27,10.7,3.6,3,67,0,9,14,5,1.25,5,8,-3,-0.82,-0.63,5.8,6.4,-0.6,-0.16,-0.08,Matches
45e95f21,Lee Buchanan,eng ENG,"DF,FW",Werder Bremen,21,2001,21,472,22,15.4,5.2,2,74,0,19,17,9,1.00,15,8,+7,+1.33,+2.03,10.0,8.9,+1.1,+0.21,+0.65,Matches
ab5b7dc1,Marius Bülter,de GER,"FW,MF",Schalke 04,29,1993,33,2598,79,84.9,28.9,30,83,20,3,34,0,0.91,29,60,-31,-1.07,-0.10,34.6,44.2,-9.6,-0.33,+1.22,Matches
05e2d5ea,Delano Burgzorg,nl NED,"FW,MF",Mainz 05,23,1998,13,244,19,8.0,2.7,0,,0,13,19,11,1.08,3,5,-2,-0.74,-0.77,3.5,5.1,-1.6,-0.57,-0.42,Matches
05f99a4a,Jonathan Burkardt,de GER,"MF,FW",Mainz 05,22,2000,11,533,48,17.4,5.9,7,59,0,4,29,0,1.18,7,12,-5,-0.84,-0.99,8.5,9.8,-1.3,-0.22,-0.04,Matches
f631c17f,Oliver Burke,sct SCO,"FW,MF",Werder Bremen,25,1997,15,268,18,8.8,3.0,1,58,0,14,15,3,1.20,11,7,+4,+1.34,+1.89,7.0,8.0,-0.9,-0.31,+0.04,Matches
bb13d261,Jakob Busk,dk DEN,GK,Union Berlin,28,1993,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
b4705807,Aurélio Buta,pt POR,DF,Eint Frankfurt,25,1997,18,1318,73,43.1,14.6,15,83,7,3,26,1,1.11,19,21,-2,-0.14,-0.55,21.3,17.9,+3.4,+0.23,-0.04,Matches
10745192,Jamie Bynoe-Gittens,eng ENG,"FW,MF",Dortmund,17,2004,15,533,36,17.4,5.9,4,59,0,11,27,3,2.53,19,7,+12,+2.03,+1.06,12.9,8.4,+4.4,+0.75,-0.09,Matches
0118c54c,Anthony Caci,fr FRA,DF,Mainz 05,25,1997,31,2033,66,66.4,22.6,23,83,14,8,16,3,1.26,38,38,0,0.00,+0.09,32.7,35.8,-3.1,-0.14,+0.16,Matches
d1db4b83,Kerim Calhanoglu,de GER,DF,Schalke 04,19,2002,3,63,21,2.1,0.7,0,,0,3,21,1,0.33,0,2,-2,-2.86,-1.84,0.6,2.5,-1.8,-2.63,-2.15,Matches
d1273f09,Daniel Caligiuri,it ITA,"DF,MF",Augsburg,34,1988,13,290,22,9.5,3.2,2,74,1,11,13,20,0.85,2,10,-8,-2.48,-2.06,1.7,7.8,-6.1,-1.88,-1.30,Matches
a65ce836,Emre Can,de GER,MF,Dortmund,28,1994,27,1900,70,62.1,21.1,20,87,17,7,24,5,1.96,55,30,+25,+1.18,+0.10,46.4,26.9,+19.5,+0.93,+0.28,Matches
bd6351cd,João Cancelo,pt POR,"DF,FW",Bayern Munich,28,1994,15,1012,67,33.1,11.2,11,80,5,4,32,1,2.07,28,16,+12,+1.07,-0.78,23.1,15.0,+8.1,+0.72,-0.59,Matches
