id,MP,Min,90s,Starts,Compl,Subs,unSub,PPM,onG,onGA,+/-,onxG,onxGA,xG+/-,MinGK,MPGK,StartsGK,90sGK
0000acda,9,638,7,7,5,2,2,2,9,14,-5,6.6,11.2,-4.6,0,0,0,0
00459419,15,1215,13,14,10,1,1,1,16,21,-5,15.0,17.4,-2.4,0,0,0,0
00a17eba,1,90,1,1,1,0,22,0,1,2,-1,1.0,0.8,0.2,90,1,1,1
0154d290,16,604,6,5,1,11,7,0,6,11,-5,6.3,9.8,-3.5,0,0,0,0
016ff750,15,1065,11,13,6,2,2,1,11,16,-5,12.2,16.5,-4.4,0,0,0,0
01b8a2b2,18,1572,17,18,17,0,3,2,30,16,14,26.4,15.7,10.7,1572,18,18,17
01c3aff5,15,1052,11,13,6,2,1,1,15,13,2,16.0,14.5,1.4,0,0,0,0
01efac19,21,1170,13,13,4,8,2,1,13,18,-5,16.8,16.8,0.0,0,0,0,0
023937a9,10,671,7,7,4,3,3,1,9,13,-4,7.5,13.0,-5.4,0,0,0,0
028e70b9,10,498,5,4,3,6,6,1,10,7,3,8.3,8.2,0.1,0,0,0,0
029370a7,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0
02caf6e0,19,1301,14,16,6,3,3,1,21,11,10,15.9,16.7,-0.9,0,0,0,0
0375723e,13,533,5,5,1,8,5,0,5,11,-6,6.6,8.5,-1.9,0,0,0,0
039a4fb6,3,51,0,0,0,3,5,0,0,2,-2,0.3,1.4,-1.1,0,0,0,0
03f946ed,20,1092,12,13,1,7,1,1,15,23,-8,14.8,18.6,-3.8,0,0,0,0
0472ad0a,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0
0489bb30,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0
04b40c58,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0
04df29a5,22,1061,11,12,0,10,3,1,16,15,1,13.1,14.7,-1.6,0,0,0,0
0588a092,11,484,5,6,0,5,13,0,4,11,-7,3.2,8.2,-5.0,0,0,0,0
05f2f323,0,0,0,0,0,0,5,0,0,0,0,0.0,0.0,0.0,0,0,0,0
060606ec,8,290,3,3,1,5,12,1,3,7,-4,4.2,4.6,-0.4,0,0,0,0
0630eb63,22,974,10,10,2,12,2,1,13,11,2,12.7,12.2,0.5,0,0,0,0
06b08c45,12,265,2,2,0,10,13,1,1,3,-2,3.4,4.2,-0.9,0,0,0,0
0728bebe,6,122,1,0,0,6,1,1,4,2,2,3.0,1.9,1.1,0,0,0,0
07ea0ef2,0,0,0,0,0,0,19,0,0,0,0,0.0,0.0,0.0,0,0,0,0
07f8bcc8,21,1125,12,13,3,8,3,1,8,14,-6,7.8,14.2,-6.4,0,0,0,0
085e71a7,24,2046,22,24,22,0,1,0,18,37,-19,20.1,35.1,-15.0,2046,24,24,22
08aa9cd1,21,1473,16,17,7,4,0,1,16,20,-4,19.9,20.4,-0.5,0,0,0,0
08eb3b58,3,55,0,1,0,2,17,2,1,1,0,1.3,0.3,1.0,0,0,0,0
09538fdb,21,1236,13,13,6,8,0,0,10,23,-13,14.1,18.2,-4.1,0,0,0,0
0967845b,22,1866,20,22,19,0,1,1,18,25,-7,19.4,29.8,-10.4,0,0,0,0
09899de8,1,26,0,0,0,1,4,0,0,0,0,0.4,0.3,0.1,0,0,0,0
