,id,MP,Min,90s,Starts,Compl,Subs,unSub,PPM,onG,onGA,+/-,onxG,onxGA,xG+/-,MinGK,MPGK,StartsGK,90sGK
0,000b3da6,3,74,0,1,0,2,6,1,0,2,-2,1.0,1.5,-0.4,90,2,1,1
1,003a5c72,33,1733,19,16,15,17,2,1,16,23,-7,21.2,24.6,-3.4,1170,13,13,13
2,00b28772,36,3209,35,36,34,0,0,1,47,33,14,44.2,41.4,2.7,990,11,11,11
3,011d8c56,11,990,11,11,11,0,22,1,9,11,-2,13.7,10.2,3.6,2880,32,32,32
4,014b57f5,1,14,0,0,0,1,3,0,0,0,0,1.2,0.0,1.2,2250,25,25,25
5,01eb744d,36,1919,21,20,5,16,1,1,32,22,10,27.8,25.9,1.9,2862,32,32,31
6,02319ad7,34,2432,27,27,16,7,2,1,38,24,14,32.3,31.0,1.3,90,1,1,1
7,02a5618e,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,270,3,3,3
8,02c15616,7,540,6,6,5,1,10,2,6,5,1,7.8,7.3,0.5,2430,27,27,27
9,02ef8778,33,2813,31,32,24,1,0,0,39,55,-16,40.5,47.8,-7.3,3056,34,34,33
10,036bba5f,34,2976,33,34,31,0,1,1,29,43,-14,34.7,49.6,-14.9,90,1,1,1
11,039ae103,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1890,21,21,21
12,04965583,11,528,5,5,2,6,12,2,12,6,6,12.0,8.2,3.8,2160,24,24,24
13,04a65a8f,3,53,0,0,0,3,1,0,1,2,-1,0.4,1.0,-0.6,360,4,4,4
14,04ac8285,3,270,3,3,3,0,27,1,4,4,0,4.0,4.6,-0.7,1440,16,16,16
15,04e17fd5,31,2106,23,22,13,9,2,1,24,28,-4,23.6,25.0,-1.4,540,6,6,6
16,05a4465d,34,2330,25,25,21,9,3,1,26,36,-10,26.8,34.1,-7.3,1530,17,17,17
17,065c8786,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2790,31,31,31
18,06983922,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,558,7,6,6
19,06efa9dc,2,180,2,2,2,0,11,0,3,4,-1,1.8,2.6,-0.7,1080,12,12,12
20,070a3904,34,2709,30,32,21,2,1,1,39,39,0,40.1,42.5,-2.5,3420,38,38,38
21,07750704,3,45,0,0,0,3,1,0,0,1,-1,0.3,0.7,-0.3,2970,33,33,33
22,08511d65,28,2474,27,28,26,0,0,1,46,33,13,48.1,34.4,13.7,364,5,4,4
23,0959c2a2,16,656,7,6,2,10,9,2,13,6,7,13.0,5.3,7.7,3150,35,35,35
24,09a9e921,33,1270,14,12,2,21,2,1,17,17,0,21.7,20.3,1.4,900,10,10,10
25,0a0cc13c,16,638,7,6,2,10,8,1,7,10,-3,8.8,9.2,-0.4,3060,34,34,34
26,0a447501,15,811,9,8,4,7,4,1,14,12,2,10.6,12.2,-1.6,3330,37,37,37
27,0ac94a23,27,1706,19,19,9,8,1,1,21,19,2,33.8,22.3,11.4,1890,21,21,21
28,0ae4e09a,31,1887,21,23,9,8,6,0,32,41,-9,30.0,46.2,-16.2,3150,35,35,35
29,0b33f6ad,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0.0,1260,15,14,14
30,0b90bb97,30,1852,20,23,9,7,2,1,30,21,9,34.5,21.9,12.5,450,5,5,5
31,0c2ac3cb,5,223,2,3,0,2,3,2,4,4,0,3.9,2.6,1.3,2430,27,27,27
32,0c3f7197,10,369,4,4,0,6,8,0,4,8,-4,2.4,7.3,-4.9,1800,20,20,20
33,0ef89a37,34,2018,22,22,8,12,1,2,47,19,28,45.8,25.7,20.1,630,7,7,7
34,0f0aa5b4,28,2433,27,27,25,1,3,1,26,27,-1,29.1,26.8,2.3,270,3,3,3
35,0f134faf,6,235,2,3,0,3,9,0,2,1,1,2.5,4.0,-1.6,3330,37,37,37
36,0f7dbaf6,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,359,4,4,4
37,1001ae82,20,1256,14,14,4,6,7,2,12,18,-6,18.8,21.3,-2.5,3150,35,35,35
38,10f1cd17,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2970,33,33,33
39,112521d1,12,763,8,8,8,4,6,1,13,9,4,11.2,9.9,1.4,90,1,1,1
40,113fb4ea,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,540,6,6,6
41,1163de29,15,556,6,6,2,9,3,0,8,18,-10,8.3,11.6,-3.3,270,3,3,3
42,117cd0a8,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,90,1,1,1
43,1232e1dc,7,446,5,4,3,3,13,0,4,6,-2,5.0,5.9,-0.9,0,0,0,0
44,129af0db,15,1083,12,13,5,2,1,1,16,13,3,14.4,13.0,1.4,0,0,0,0
45,129dd8e7,12,1080,12,12,12,0,20,0,11,19,-8,17.0,16.3,0.8,0,0,0,0
46,12c50af5,2,19,0,0,0,2,7,3,1,0,1,1.0,0.3,0.7,0,0,0,0
47,13b0c150,5,230,2,4,1,1,4,1,4,5,-1,4.5,3.5,1.0,0,0,0,0
48,13e0eb29,10,305,3,2,0,8,7,1,6,4,2,4.9,4.8,0.1,0,0,0,0
49,148d4105,10,453,5,4,2,6,9,1,6,8,-2,4.2,6.4,-2.2,0,0,0,0
