,id,MP,Min,90s,Starts,Compl,Subs,unSub,PPM,onG,onGA,+/-,onxG,onxGA,xG+/-,MinGK,MPGK,StartsGK,90sGK
0,00459419,28,1990,22,24,10,4,0,1,28,33,-5,27.4,33.4,-6.0,3420,38,38,38
1,00963611,4,148,1,3,0,1,3,1,1,1,0,2.9,2.4,0.5,3240,36,36,36
2,01226327,24,2160,24,24,24,0,1,0,26,42,-16,32.1,34.2,-2.1,2160,24,24,24
3,02b29014,35,3062,34,34,33,1,0,1,51,56,-5,45.3,52.8,-7.5,630,7,7,7
4,0356cf4f,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1080,12,12,12
5,03e48abb,2,75,0,0,0,2,6,0,1,1,0,0.9,1.0,-0.1,360,4,4,4
6,0420d84f,29,2558,28,29,27,0,3,1,43,30,13,37.3,34.4,2.9,180,2,2,2
7,0442183b,18,1254,13,14,10,4,3,4,22,26,-4,20.2,20.2,0.0,585,7,7,6
8,059948df,3,112,1,1,1,2,7,1,1,1,0,1.0,2.7,-1.7,90,1,1,1
9,074d8166,2,23,0,0,0,2,2,1,2,2,0,1.0,1.2,-0.2,3420,38,38,38
10,07802f7f,24,1651,18,23,5,1,2,1,23,27,-4,25.2,20.5,4.7,3420,38,38,38
11,07ace8c3,3,52,0,0,0,3,5,0,0,1,-1,1.3,0.5,0.8,3420,38,38,38
12,08452314,19,1020,11,12,3,7,5,0,11,16,-5,8.6,18.5,-9.9,3420,38,38,38
13,08aa17d0,6,466,5,5,4,1,3,1,7,5,2,9.5,4.8,4.7,180,2,2,2
14,099e666f,10,791,8,8,7,2,6,0,8,15,-7,9.4,10.6,-1.2,90,1,1,1
15,09fec029,34,3039,33,34,33,0,0,0,28,63,-35,37.4,54.8,-17.4,3420,38,38,38
16,0bad4516,34,3060,34,34,34,0,2,1,44,38,6,49.5,36.5,13.0,270,3,3,3
17,0bb6d386,0,0,0,0,0,0,6,0,0,0,0,0.0,0.0,0.0,3420,38,38,38
18,0beeb166,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1755,20,20,19
19,0d267745,18,1236,13,14,13,4,17,2,36,7,29,35.2,7.5,27.6,1080,12,12,12
20,0d4ceb32,13,318,3,3,0,10,21,0,6,7,-1,4.2,8.1,-3.9,553,7,7,6
21,0d85a4e8,7,630,7,7,7,0,15,0,10,20,-10,7.6,15.4,-7.8,1710,19,19,19
22,0db5d2c8,24,2147,23,24,23,0,7,0,11,38,-27,16.9,32.8,-15.9,1710,19,19,19
23,0f7533cd,27,1424,15,16,7,11,11,0,19,30,-11,17.6,25.9,-8.3,1575,18,17,17
24,10072610,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,2835,32,31,31
25,101da2b5,29,2377,26,27,21,2,0,2,70,15,55,61.2,18.4,42.8,2970,33,33,33
26,10b9fa99,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0.0,2777,31,30,30
27,10efd0e1,32,2244,24,27,14,5,2,0,26,54,-28,30.2,44.3,-14.1,2250,25,25,25
28,111c3236,11,725,8,8,5,3,6,2,22,9,13,18.9,8.4,10.5,0,1,0,0
29,119b9a8e,35,3057,34,34,33,1,1,2,88,21,67,73.2,22.5,50.7,3330,37,37,37
30,11b9265b,2,154,1,2,1,0,16,3,5,2,3,3.0,1.6,1.4,3420,38,38,38
31,129af0db,16,941,10,11,4,5,1,2,15,11,4,15.5,10.1,5.4,2610,29,29,29
32,12aa7661,28,2393,26,27,25,1,3,1,37,39,-2,36.0,39.6,-3.6,90,1,1,1
33,12c50af5,4,71,0,0,0,4,4,2,1,1,0,0.1,2.0,-1.9,3060,34,34,34
34,1598599e,31,2092,23,23,19,8,4,1,31,29,2,30.1,28.0,2.1,3420,38,38,38
35,15d561fa,1,18,0,0,0,1,4,0,0,0,0,0.5,0.2,0.3,90,1,1,1
36,15ea812b,35,3086,34,35,34,0,1,1,42,63,-21,41.3,55.5,-14.2,180,2,2,2
37,15f3ec41,10,393,4,4,1,6,3,1,10,5,5,7.8,4.1,3.8,180,2,2,2
38,16380240,24,1735,19,20,10,4,3,1,35,24,11,29.6,26.2,3.4,0,0,0,0
39,165bed61,5,245,2,3,0,2,4,1,4,2,2,2.5,4.2,-1.7,0,0,0,0
40,16ceb862,27,847,9,7,2,20,9,1,24,5,19,19.5,8.9,10.6,0,0,0,0
41,17370b95,22,1752,19,19,18,3,12,1,17,29,-12,16.5,23.6,-7.1,0,0,0,0
42,17695062,0,0,0,0,0,0,3,0,0,0,0,0.0,0.0,0.0,0,0,0,0
43,1770bd68,17,754,8,9,1,8,14,1,12,9,3,10.2,10.6,-0.3,0,0,0,0
44,178ae8f8,33,2355,26,29,9,4,0,1,32,29,3,35.1,27.1,8.0,0,0,0,0
45,189cee7b,25,1334,14,14,2,11,4,1,27,20,7,20.7,24.2,-3.5,0,0,0,0
46,18b896d6,33,2871,31,33,30,0,2,1,50,35,15,46.4,31.7,14.7,0,0,0,0
47,18b999f4,7,108,1,0,0,7,14,0,0,3,-3,0.5,3.0,-2.5,0,0,0,0
48,1900032e,23,2027,22,23,20,0,7,1,29,31,-2,26.1,31.5,-5.4,0,0,0,0
49,1931bde9,5,405,4,5,3,0,5,0,2,6,-4,2.9,4.2,-1.3,0,0,0,0
50,1961b2aa,27,1980,22,24,15,3,0,1,28,28,0,28.8,30.7,-1.9,0,0,0,0
51,19b8b0b9,2,39,0,0,0,2,2,0,1,2,-1,0.7,0.6,0.1,0,0,0,0
52,19ba6c6d,31,1778,19,19,8,12,2,0,12,36,-24,14.5,26.1,-11.6,0,0,0,0
53,19e50035,0,0,0,0,0,0,15,0,0,0,0,0.0,0.0,0.0,0,0,0,0
54,1a2935f6,13,986,11,11,10,2,6,2,30,7,23,21.5,8.7,12.7,0,0,0,0
55,1a4ef233,9,641,7,7,6,2,1,1,10,9,1,7.0,8.2,-1.2,0,0,0,0
56,1ae30132,19,1670,18,19,17,0,12,1,22,27,-5,23.8,28.0,-4.2,0,0,0,0
57,1b7ec703,18,509,5,4,3,14,17,2,17,5,12,10.7,6.3,4.4,0,0,0,0
58,1b84dbe1,35,2965,32,33,31,2,1,1,46,38,8,44.1,38.7,5.4,0,0,0,0
59,1bebde9d,2,180,2,2,2,0,4,0,2,4,-2,1.6,3.0,-1.4,0,0,0,0
60,1c7012b8,34,3003,33,34,32,0,2,1,47,47,0,41.8,55.8,-14.0,0,0,0,0
61,1cb49278,8,617,6,6,6,2,22,1,16,7,9,13.0,5.6,7.4,0,0,0,0
