id,GA,PKA,FK,CK,OG,PSxG,PSxG+/-,Cmp,Att,Att.1,Thr,Att.2,Opp,Stp,#OPA,TotLen,TotLen.1,TotDist
65d62814,2,0,0,1,0,3.0,1.0,5,16,13,2,11,18,0,0,432.9,577.5,0.0
8875b8c9,22,2,1,2,1,19.1,-1.9,91,237,330,47,128,230,8,7,12045.0,6668.8,90.3
011d8c56,11,0,0,1,0,10.2,-0.8,63,126,284,35,77,160,5,21,8946.0,3326.4,373.8
9f0ea33f,45,2,2,4,3,47.3,5.3,182,439,566,134,254,580,20,26,22187.2,13081.0,306.8
967f34d3,40,4,3,3,0,40.7,0.7,166,432,595,114,220,351,12,30,22610.0,12496.0,468.0
f6798fc3,43,6,2,5,1,49.7,7.7,182,471,718,133,264,439,15,19,26637.8,13068.0,248.9
8d957256,1,0,0,0,0,0.5,-0.5,8,22,24,3,3,7,0,0,1207.2,213.9,0.0
04ac8285,4,1,0,0,0,2.9,-1.1,11,21,87,14,24,45,0,6,2262.0,794.4,94.8
1840e36d,36,6,0,3,0,36.3,0.3,93,270,655,167,184,288,21,20,21156.5,7838.4,284.0
75751c99,38,2,2,2,1,36.9,-0.1,312,764,803,93,274,542,27,28,37259.2,16631.8,375.2
17a1299d,1,1,0,0,0,1.2,0.2,3,11,18,2,5,9,0,0,635.4,268.0,0.0
fc70e345,35,6,0,5,0,32.9,-2.1,132,322,472,115,168,319,8,17,17700.0,7828.8,244.8
ac295d9e,30,3,2,3,0,27.5,-2.5,199,577,604,67,155,271,15,57,30139.6,10648.5,1060.2
c9cb972b,1,0,0,1,0,2.6,1.6,24,49,61,18,30,58,4,2,2141.1,1641.0,25.0
a01c3d54,24,4,0,3,1,25.8,2.8,89,252,295,83,162,224,5,17,11623.0,7954.2,248.2
307fcd26,7,1,0,1,0,8.5,1.5,45,93,142,20,49,97,3,10,5325.0,2249.1,161.0
17d9e354,35,1,0,5,1,32.9,-1.1,108,259,415,82,138,255,5,18,15438.0,6389.4,279.0
9109185e,32,3,0,4,0,29.5,-2.5,316,723,767,89,209,419,18,34,35972.3,13438.7,588.2
26f2473f,10,2,0,1,1,11.1,2.1,40,106,167,44,64,113,4,3,6379.4,2803.2,28.8
129dd8e7,19,2,1,1,1,17.1,-0.9,74,237,252,23,80,140,2,4,11239.2,4864.0,45.2
73683fa9,50,6,5,7,2,51.8,3.8,226,562,868,133,333,674,24,19,30727.2,15850.8,233.7
20b9f052,47,3,2,7,0,45.6,-1.4,106,281,995,173,249,406,23,46,26268.0,9138.3,731.4
3061e1ec,5,1,0,1,0,6.3,1.3,32,70,91,19,33,43,1,2,3621.8,1864.5,31.4
8fae77ea,45,5,0,8,1,47.8,3.8,243,771,820,166,329,583,18,12,34768.0,19838.7,134.4
ecada4fc,8,0,0,2,0,10.0,2.0,30,85,239,64,61,101,5,16,7504.6,2647.4,289.6
a9dc785c,34,7,2,5,2,39.8,7.8,162,499,574,158,275,562,10,16,22615.6,15785.0,200.0
ee8508c0,27,5,0,3,2,39.3,14.3,215,580,570,102,291,537,22,16,23370.0,16703.4,192.0
b5bdf144,40,4,1,3,1,40.7,1.7,116,318,351,97,224,363,14,14,14215.5,10640.0,165.2
97852360,46,6,3,1,2,50.0,6.0,292,714,749,87,294,557,19,40,32057.2,16464.0,624.0
581c5276,20,0,0,0,1,16.6,-2.4,126,278,308,41,80,132,5,27,13736.8,4968.0,488.7
cda0b317,5,1,0,1,0,6.0,1.0,22,56,158,22,27,60,2,12,4834.8,996.3,224.4
625c144a,35,2,1,10,2,29.7,-3.3,155,430,872,107,218,430,23,31,28514.4,10747.4,446.4
bca21ef3,30,6,1,0,1,33.5,4.5,219,483,418,37,165,309,5,7,21401.6,10461.0,81.2
5dcf3e90,13,2,0,2,0,13.3,0.3,42,102,134,34,55,89,4,2,4917.8,3124.0,22.2
9970da54,4,0,0,1,0,2.5,-1.5,33,80,66,11,33,75,2,2,3227.4,2072.4,17.2
8f8c6934,34,4,1,2,2,39.5,7.5,351,941,808,49,279,468,20,38,41773.6,16516.8,524.4
5512b1a9,2,1,0,0,0,3.6,1.6,22,85,114,28,33,56,1,9,4582.8,1758.9,186.3
6f51e382,32,1,0,2,1,37.5,6.5,114,223,883,197,200,395,8,32,24105.9,7680.0,518.4
7b456af7,44,4,2,4,0,45.5,1.5,166,534,743,186,256,474,29,21,28159.7,14233.6,277.2
bfb15d99,2,0,0,0,0,2.5,0.5,2,7,16,4,8,8,0,1,556.8,224.0,16.5
c0b1a6da,16,1,0,0,1,10.9,-4.1,39,131,112,15,65,76,0,1,4905.6,3841.5,10.5
61bb7498,6,1,1,0,0,5.3,-0.7,26,71,80,6,18,31,2,2,3800.0,1170.0,26.2
c818c4d9,2,0,0,1,0,1.7,-0.3,3,8,29,2,11,11,0,2,800.4,379.5,46.6
