id,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
4b7a9fcc,James Abankwah,ie IRL,DF,Udinese,18,2004,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
8f5cdf66,Oliver Abildgaard,dk DEN,MF,Hellas Verona,26,1996,6.6,0,3,2,66.7,0.46,0.30,0.00,0.00,14.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
f586779e,Tammy Abraham,eng ENG,FW,Roma,24,1997,24.3,8,62,28,45.2,2.55,1.15,0.13,0.29,12.0,0,0,0,10.8,10.8,0.17,-2.8,-2.8,Matches
771a2cfe,Christian Acella,it ITA,MF,Cremonese,20,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
b96b595c,Francesco Acerbi,it ITA,DF,Inter,34,1988,26.9,0,18,2,11.1,0.67,0.07,0.00,0.00,15.9,0,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches
26777636,Yacine Adli,fr FRA,"MF,FW",Milan,22,2000,1.6,0,2,2,100.0,1.25,1.25,0.00,0.00,18.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
f9c927de,Michel Aebischer,ch SUI,"FW,MF",Bologna,25,1997,17.1,1,15,2,13.3,0.88,0.12,0.07,0.50,17.1,1,0,0,1.5,1.5,0.10,-0.5,-0.5,Matches
0154d290,Felix Afena-Gyan,gh GHA,"FW,MF",Cremonese,19,2003,9.1,0,21,2,9.5,2.31,0.22,0.00,0.00,18.7,0,0,0,1.9,1.9,0.09,-1.9,-1.9,Matches
46fa7204,Kevin Agudelo,co COL,"MF,FW",Spezia,23,1998,23.7,0,28,7,25.0,1.18,0.30,0.00,0.00,21.4,0,0,0,1.5,1.5,0.05,-1.5,-1.5,Matches
246d153b,Ola Aina,ng NGA,DF,Torino,25,1996,9.7,1,8,3,37.5,0.82,0.31,0.13,0.33,15.2,0,0,0,0.8,0.8,0.10,+0.2,+0.2,Matches
d810c13b,Emanuel Aiwum,at AUT,DF,Cremonese,21,2000,18.4,0,3,1,33.3,0.16,0.05,0.00,0.00,17.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
fdf4b948,Jean-Daniel Akpa-Akpro,ci CIV,"MF,FW",Empoli,29,1992,15.1,1,14,5,35.7,0.93,0.33,0.07,0.20,19.5,0,0,0,1.5,1.5,0.10,-0.5,-0.5,Matches
5294a83f,Luis Alberto,es ESP,MF,Lazio,29,1992,27.1,6,45,17,37.8,1.66,0.63,0.11,0.29,23.2,4,1,2,4.4,2.7,0.06,+1.6,+2.3,Matches
ab472696,Agustín Álvarez Martínez,uy URU,"FW,MF",Sassuolo,21,2001,4.1,1,14,4,28.6,3.42,0.98,0.07,0.25,15.8,0,0,0,1.5,1.5,0.11,-0.5,-0.5,Matches
