id,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,recov
005ca692,9,3,5,3,1,2,8,6,4,2,2,9,18,3,0,30
00672021,3,1,1,1,1,2,4,2,2,0,2,2,5,1,0,16
00844823,2,2,2,0,0,1,2,1,2,0,2,4,6,3,0,13
00f0482f,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1
016ff750,5,4,3,2,0,3,4,1,0,0,0,0,5,3,0,7
01834aa0,3,3,3,0,0,2,4,2,4,3,1,2,5,12,0,8
0193a8bf,15,8,9,6,0,8,15,7,10,0,10,10,25,4,0,40
01b8a2b2,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,6
01c3aff5,8,6,4,3,1,2,6,4,8,0,8,7,15,5,1,23
01eb744d,7,3,3,2,2,2,12,10,1,0,1,2,9,1,0,17
02c15616,15,10,11,3,1,7,16,9,4,1,3,9,24,7,0,46
032f894e,5,4,2,2,1,4,10,6,3,1,2,3,8,4,1,38
03df04ff,1,1,1,0,0,1,2,1,0,0,0,0,1,1,0,8
042e8a49,11,6,5,4,2,7,10,3,11,1,10,2,13,2,0,37
048a1cbc,5,3,2,2,1,1,2,1,1,0,1,0,5,3,0,10
049a888d,2,0,0,1,1,1,4,3,1,0,1,1,3,1,0,6
04e17fd5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
05439de2,16,9,11,4,1,5,7,2,8,8,0,11,27,28,1,39
056269d7,7,7,3,3,1,6,11,5,0,0,0,5,12,0,0,12
05d548d8,14,9,9,5,0,5,6,1,7,3,4,7,21,17,0,26
05e19d6a,4,2,2,2,0,2,5,3,6,1,5,5,9,4,0,34
061e8e23,2,0,0,2,0,1,3,2,0,0,0,1,3,0,0,1
0630eb63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0670ee51,3,1,2,1,0,1,3,2,9,6,3,4,7,16,0,33
06a1d642,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2
06d4b2e4,0,0,0,0,0,0,2,2,3,0,3,0,0,0,0,6
06e5b0e4,4,3,3,1,0,2,5,3,9,5,4,11,15,23,0,23
08d37c53,5,3,4,1,0,2,10,8,5,5,0,9,14,19,0,12
08f5afaa,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
091c86e2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0959c2a2,20,12,9,8,3,7,19,12,17,2,15,9,29,13,0,41
0a396655,3,0,3,0,0,2,10,8,6,0,6,1,4,3,0,30
0a6dbbf7,5,2,5,0,0,3,4,1,7,4,3,4,9,4,0,7
0a89e877,2,0,0,0,2,2,3,1,0,0,0,3,5,2,0,6
0a8fd9cb,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
0ab1f153,7,3,5,2,0,4,9,5,6,1,5,5,12,11,0,35
0aeeed3f,5,3,1,4,0,2,5,3,3,0,3,7,12,0,0,12
0ba976e4,1,1,0,1,0,1,2,1,2,0,2,1,2,0,0,4
0c09c984,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,11
0c152537,9,5,2,6,1,3,8,5,2,0,2,4,13,0,0,13
0c61c77c,5,3,3,1,1,4,8,4,2,0,2,1,6,1,0,10
0cc5f4a5,5,1,4,0,1,3,5,2,5,1,4,1,6,5,0,7
0d267745,13,10,10,3,0,8,14,6,16,7,9,19,32,56,0,41
0d82903c,18,9,11,2,5,8,13,5,4,0,4,6,24,7,0,35
0d9b2d31,4,3,2,2,0,3,5,2,2,0,2,1,5,1,0,8
0db169ae,11,8,5,4,2,3,6,3,3,0,3,3,14,7,0,31
0e5b695f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0e6bc38c,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
0e96a5e1,13,5,7,5,1,5,13,8,3,1,2,10,23,7,0,38
0eb83e1a,6,4,4,2,0,2,7,5,7,1,6,1,7,4,0,24
0ef89a37,2,1,0,1,1,2,4,2,0,0,0,0,2,0,0,3
0f41e2ee,3,0,2,1,0,2,3,1,2,2,0,2,5,5,0,9
101da2b5,9,6,1,7,1,2,4,2,2,2,0,9,18,1,1,31
10549b49,4,1,1,3,0,0,1,1,1,0,1,2,6,4,0,7
108fe016,5,4,4,1,0,2,4,2,2,1,1,3,8,0,0,17
119b9a8e,12,7,8,4,0,7,9,2,4,2,2,11,23,20,0,46
11b9265b,2,1,2,0,0,2,5,3,1,0,1,5,7,3,0,9
11c7fa75,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
11d8aff0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1265a93a,14,8,10,3,1,7,7,0,2,0,2,7,21,6,0,36
129af0db,6,4,2,1,3,2,5,3,3,1,2,0,6,7,0,17
12dcbdcc,11,5,5,5,1,6,12,6,11,2,9,3,14,5,0,24
13203c45,8,3,5,2,1,4,7,3,7,1,6,3,11,12,1,27
1338e42b,25,16,17,7,1,16,28,12,12,2,10,21,46,18,0,61
1467af0d,13,8,7,5,1,6,9,3,11,4,7,6,19,5,0,33
149c5f5d,1,1,0,0,1,0,0,0,0,0,0,0,1,3,0,5
14b8fcdf,6,3,1,5,0,1,1,0,4,2,2,1,7,3,0,11
15f3ec41,6,3,1,2,3,1,4,3,5,0,5,1,7,0,0,12
15fd5593,7,6,2,2,3,3,9,6,4,1,3,2,9,1,0,15
162efffd,19,12,5,8,6,12,26,14,13,2,11,7,26,11,0,44
165a2e40,0,0,0,0,0,0,1,1,4,2,2,0,0,2,0,4
16ceb862,2,2,1,0,1,0,1,1,0,0,0,2,4,3,0,5
17370b95,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4
178ae8f8,8,5,4,3,1,2,8,6,5,0,5,6,14,3,0,29
17e3e467,17,9,7,10,0,4,19,15,6,0,6,9,26,3,1,50
1840e36d,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,12
18a88e3e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18b896d6,13,9,9,3,1,7,11,4,7,2,5,6,19,13,1,48
19709006,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3
19a967ab,3,2,1,2,0,1,3,2,0,0,0,1,4,0,0,3
19cae58d,10,6,1,6,3,5,12,7,5,0,5,3,13,1,0,22
19cda00b,6,2,2,4,0,4,9,5,5,0,5,0,6,1,0,12
1a2935f6,2,0,2,0,0,2,3,1,3,1,2,0,2,17,0,12
1a4b9094,1,0,1,0,0,1,2,1,1,0,1,2,3,2,0,3
1a799243,19,10,12,7,0,11,28,17,4,0,4,12,31,9,0,43
1a992676,2,0,0,1,1,1,4,3,1,0,1,1,3,2,0,7
1adcf39e,2,1,0,1,1,0,1,1,4,4,0,7,9,12,0,20
1b81794d,1,0,0,1,0,0,2,2,0,0,0,1,2,0,0,3
1bacc518,13,4,5,6,2,5,9,4,1,0,1,5,18,4,0,40
1bd5735a,2,0,1,1,0,2,2,0,2,1,1,1,3,6,0,5
1bf33a9a,3,3,1,1,1,2,5,3,4,0,4,1,4,0,0,7
1c78737d,1,1,1,0,0,0,1,1,2,0,2,0,1,1,0,5
1cb49278,8,3,1,6,1,3,5,2,5,2,3,7,15,10,0,41
1cbe4984,5,3,3,2,0,2,10,8,6,1,5,4,9,3,0,16
1e064bfb,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1e1378e1,13,7,5,7,1,11,24,13,4,0,4,4,17,2,0,37
1e4319ac,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1
1f079188,2,1,1,1,0,2,2,0,1,0,1,0,2,1,0,2
1f44ac21,0,0,0,0,0,0,2,2,1,0,1,0,0,5,0,3
1fbbfbde,11,6,7,4,0,7,12,5,9,6,3,9,20,25,0,26
20030c06,11,6,3,6,2,9,10,1,5,4,1,6,17,8,0,20
20730eae,6,3,1,5,0,4,6,2,2,0,2,1,7,4,0,14
2146785a,14,7,10,4,0,8,15,7,7,1,6,2,16,13,0,20
21512407,8,1,3,5,0,6,6,0,6,1,5,0,8,1,0,12
24051310,14,9,11,2,1,8,12,4,7,0,7,4,18,9,1,34
244bc2c8,1,0,1,0,0,1,2,1,2,0,2,1,2,3,0,7
2475dcc6,8,6,3,4,1,3,8,5,5,0,5,5,13,3,0,27
24fc70d3,9,4,9,0,0,6,10,4,6,3,3,7,16,8,0,26
2567b7b6,13,5,10,3,0,8,17,9,7,4,3,5,18,18,0,21
277c49ed,8,4,7,1,0,5,7,2,6,3,3,14,22,25,0,39
2784f898,25,11,19,5,1,16,31,15,19,15,4,26,51,33,2,58
27d0a506,12,5,9,3,0,7,20,13,7,0,7,11,23,6,0,35
28b1f3ce,14,9,5,7,2,4,13,9,10,1,9,1,15,3,0,26
28c6e925,26,13,7,12,7,15,35,20,23,3,20,4,30,9,0,51
28d596a0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
292a652a,2,2,1,0,1,2,4,2,0,0,0,3,5,10,0,6
292f1130,14,9,8,6,0,9,14,5,9,3,6,6,20,11,0,33
2946f9a1,10,7,7,2,1,8,11,3,7,5,2,11,21,16,0,25
29733c72,3,1,1,2,0,2,2,0,1,0,1,0,3,0,0,10
2973d8ff,3,3,1,1,1,1,3,2,1,0,1,1,4,2,0,9
2a0c8ba4,5,3,2,3,0,5,14,9,3,1,2,3,8,1,0,32
2a1beb34,16,9,6,5,5,8,14,6,5,0,5,15,31,9,1,31
2a6cd437,0,0,0,0,0,0,0,0,1,0,1,3,3,6,0,8
2b0852db,1,0,0,1,0,1,2,1,0,0,0,0,1,0,0,0
2b09d998,9,4,5,2,2,3,8,5,5,3,2,2,11,4,1,20
2b114be3,14,8,5,7,2,1,8,7,6,0,6,4,18,0,0,58
2bab583c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2bc28bb9,2,1,2,0,0,2,7,5,0,0,0,5,7,2,0,11
2bed3eab,4,2,3,1,0,2,4,2,2,1,1,5,9,5,0,10
2bef2bca,9,8,4,5,0,3,5,2,6,1,5,4,13,13,0,23
2bf50b37,11,7,5,4,2,4,6,2,2,0,2,1,12,1,0,10
2c0558b8,10,6,0,7,3,3,14,11,8,0,8,8,18,2,0,28
2c0f8e9e,5,3,1,2,2,3,4,1,1,0,1,2,7,0,0,5
2c56a792,4,1,1,2,1,2,6,4,4,0,4,3,7,2,0,17
2ccd89a3,8,4,4,3,1,3,9,6,3,0,3,6,14,6,0,22
2cf496fb,1,0,0,1,0,1,6,5,2,1,1,2,3,2,0,3
2d970560,1,0,1,0,0,1,2,1,1,1,0,3,4,1,0,6
2e0f6a18,2,1,2,0,0,0,4,4,2,0,2,0,2,1,0,11
2e4f5f03,9,5,3,4,2,3,13,10,13,3,10,12,21,14,0,62
2ebc1b44,1,0,1,0,0,1,2,1,0,0,0,0,1,0,1,3
2edbd8d5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2ef7c612,8,4,2,5,1,2,4,2,3,1,2,1,9,2,0,14
2f33776f,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2f72f79e,1,1,1,0,0,1,3,2,3,0,3,3,4,10,0,16
2f7af524,3,3,2,1,0,2,5,3,1,1,0,4,7,4,0,8
2f90f6b8,6,2,3,2,1,3,7,4,4,1,3,2,8,3,0,10
2fabebc0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2fba6108,4,3,1,3,0,2,2,0,0,0,0,3,7,0,0,2
2fbe6af0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30941e96,1,1,0,1,0,1,4,3,3,0,3,5,6,9,0,24
30d4a2e5,2,2,2,0,0,2,7,5,9,4,5,7,9,8,0,20
30e03a25,0,0,0,0,0,0,1,1,1,0,1,0,0,4,0,1
30f5ffa9,15,9,6,6,3,7,11,4,16,12,4,9,24,22,0,30
31a62dc7,22,14,9,11,2,13,20,7,8,1,7,3,25,11,0,37
31c69ef1,11,2,8,3,0,8,11,3,9,4,5,8,19,15,0,47
3260690c,1,1,1,0,0,1,3,2,1,0,1,2,3,1,0,17
32f76907,2,1,0,1,1,0,0,0,0,0,0,0,2,0,0,1
335fa267,0,0,0,0,0,0,1,1,2,1,1,1,1,2,0,8
33651873,5,2,5,0,0,0,6,6,7,6,1,9,14,25,1,23
3376a776,0,0,0,0,0,0,0,0,4,1,3,1,1,2,0,6
33887998,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11
3392603d,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,5
33b11df6,12,6,7,5,0,4,10,6,6,0,6,6,18,6,0,36
33b8d077,19,10,8,7,4,5,18,13,4,1,3,14,33,9,0,55
34693494,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0
346d51d9,11,8,3,7,1,4,12,8,9,3,6,12,23,16,0,43
34a88e3e,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
34c3b935,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
35862524,3,2,2,1,0,0,0,0,2,0,2,1,4,0,0,7
36a3ff67,12,6,2,7,3,8,13,5,9,0,9,2,14,5,0,23
374d5158,6,4,4,0,2,5,6,1,2,0,2,2,8,4,0,16
384d58d9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387e1d35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38c7feef,12,10,3,8,1,3,6,3,5,0,5,4,16,1,0,27
392a7aea,6,4,3,1,2,2,13,11,4,0,4,8,14,4,0,41
39769cff,37,24,22,12,3,25,39,14,9,2,7,10,47,20,0,40
3a24769f,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9
3b029691,4,3,2,1,1,1,8,7,1,1,0,5,9,2,0,20
3b333ac3,2,1,1,0,1,2,2,0,0,0,0,1,3,2,0,1
3b61c9ec,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3b8674e6,14,8,7,4,3,4,6,2,6,1,5,4,18,1,0,24
3b996663,2,2,1,1,0,1,3,2,1,0,1,0,2,2,0,14
3bb7b8b4,0,0,0,0,0,0,0,0,1,0,1,1,1,3,0,17
3bb7f478,0,0,0,0,0,0,1,1,3,2,1,2,2,7,0,22
3c6089ab,7,2,1,2,4,2,13,11,11,2,9,2,9,4,1,22
3cefcaef,11,7,7,4,0,8,9,1,10,3,7,7,18,19,0,50
3d50bcdb,3,3,1,0,2,2,5,3,0,0,0,1,4,1,0,6
3d62c18b,8,5,5,3,0,5,13,8,6,3,3,6,14,31,0,25
3e1550ee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3e96f3e7,7,4,6,1,0,3,7,4,12,6,6,8,15,17,0,20
3ead85f9,8,5,5,2,1,4,5,1,7,4,3,9,17,20,0,17
3eb22ec9,16,8,8,2,6,9,26,17,11,0,11,7,23,5,0,39
3ef0af0d,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
3effaa34,1,1,0,0,1,0,5,5,7,0,7,0,1,2,0,17
3f034750,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4
3f10bd22,1,1,1,0,0,0,0,0,3,1,2,4,5,4,0,27
3f359b33,3,1,3,0,0,1,1,0,4,4,0,4,7,4,0,14
407feb71,3,0,0,3,0,0,3,3,2,0,2,0,3,2,0,23
41034650,11,7,6,4,1,2,6,4,12,5,7,11,22,14,0,40
4142f132,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,7
415568b5,2,2,0,1,1,1,3,2,2,0,2,1,3,0,0,6
41f0b196,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
41f32541,5,3,2,3,0,3,9,6,7,2,5,15,20,5,0,53
42130443,1,1,1,0,0,1,2,1,0,0,0,0,1,0,0,1
42eaa028,2,1,1,0,1,1,2,1,3,0,3,0,2,1,0,12
42fd9c7f,1,1,0,0,1,0,4,4,1,0,1,1,2,1,0,21
4315f30d,4,2,2,1,1,2,5,3,3,2,1,1,5,7,0,9
436a9dd0,11,6,7,3,1,4,14,10,5,2,3,7,18,4,0,11
43a166b4,4,4,1,1,2,2,2,0,1,0,1,0,4,0,0,13
43b78598,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
442b56fa,10,6,5,4,1,6,10,4,5,2,3,2,12,9,0,29
448a3608,0,0,0,0,0,0,1,1,3,0,3,1,1,6,0,8
44ac04e9,2,1,0,2,0,0,1,1,1,0,1,1,3,1,0,6
44eb9093,2,1,2,0,0,2,3,1,1,1,0,1,3,0,0,11
45a03961,14,8,8,4,2,7,14,7,11,4,7,18,32,20,1,43
45af8a54,4,2,0,3,1,1,5,4,0,0,0,0,4,1,0,11
45b9b619,1,1,1,0,0,1,3,2,2,0,2,0,1,0,0,2
45db685d,22,6,6,11,5,9,14,5,8,0,8,13,35,1,2,45
4601e194,2,2,0,2,0,2,7,5,3,0,3,6,8,5,0,23
46a8347f,11,8,5,6,0,8,12,4,4,3,1,8,19,13,0,15
47aaf574,0,0,0,0,0,0,0,0,2,0,2,0,0,3,0,4
47dc80f5,3,2,3,0,0,3,10,7,3,0,3,3,6,1,0,32
47fd5136,4,2,3,0,1,3,8,5,2,1,1,9,13,16,0,43
481c9ece,3,2,2,1,0,1,3,2,1,0,1,6,9,5,0,15
484a3eae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
489e80e3,17,10,7,8,2,9,23,14,9,2,7,12,29,5,0,76
48b3dd60,4,4,1,3,0,1,5,4,7,1,6,4,8,2,0,27
48d5bd33,9,6,1,5,3,5,9,4,4,0,4,1,10,2,0,19
48df060a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49296448,19,11,8,8,3,8,18,10,5,0,5,16,35,8,0,49
493924a7,7,3,5,1,1,3,5,2,3,0,3,5,12,11,1,23
4958bfb2,16,12,11,5,0,9,24,15,18,10,8,12,28,29,0,59
49fe9070,1,1,1,0,0,0,5,5,0,0,0,0,1,1,0,13
4a1a9578,10,4,4,2,4,1,10,9,9,0,9,3,13,1,0,54
4a5839fa,0,0,0,0,0,0,1,1,4,2,2,3,3,7,0,1
4b803b3c,13,7,7,6,0,6,10,4,10,6,4,14,27,30,0,36
4bd414c1,10,4,6,4,0,4,9,5,23,16,7,7,17,60,0,58
4c184730,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,4
4c2a5d34,6,4,1,3,2,3,16,13,7,0,7,3,9,8,0,18
4c370d81,13,8,1,8,4,4,9,5,4,0,4,2,15,1,0,13
4c62d0c8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4cde5509,2,1,0,2,0,0,0,0,0,0,0,0,2,1,1,4
4ce20e90,0,0,0,0,0,0,2,2,0,0,0,1,1,1,0,3
4d034881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4d1666ff,4,4,2,2,0,1,3,2,2,2,0,9,13,15,0,39
4d224fe8,30,20,16,12,2,11,30,19,17,5,12,16,46,20,0,78
4d77b365,6,0,1,2,3,3,7,4,7,0,7,0,6,10,0,29
4d8cd038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
4dbd0916,6,4,0,5,1,0,4,4,2,0,2,6,12,3,0,26
4e219ad2,1,0,0,0,1,1,6,5,1,0,1,2,3,0,0,12
4e3f5992,3,1,3,0,0,0,4,4,1,0,1,2,5,0,0,5
4f1e6a0b,2,1,0,1,1,1,4,3,4,0,4,1,3,0,0,15
4f28a6ff,6,3,2,4,0,3,5,2,1,1,0,5,11,2,0,16
4fb9c88f,2,1,0,1,1,2,2,0,2,0,2,0,2,1,0,12
501055d8,3,0,2,1,0,1,4,3,3,0,3,2,5,0,0,19
506daeac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
507c7bdf,12,7,2,9,1,8,17,9,5,0,5,2,14,8,0,30
50871bcc,2,1,1,1,0,1,1,0,3,0,3,2,4,1,0,8
50dc94ce,8,3,6,2,0,2,4,2,4,2,2,5,13,2,1,13
515ebe8d,1,0,1,0,0,0,0,0,1,1,0,1,2,4,0,5
51960957,4,3,3,0,1,2,2,0,1,0,1,0,4,1,0,7
51a3c4c8,2,2,2,0,0,1,3,2,8,4,4,4,6,24,0,39
51cf8561,13,5,5,3,5,7,11,4,1,0,1,11,24,5,0,30
51dbeea9,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,6
527f063d,1,1,1,0,0,1,1,0,0,0,0,0,1,2,0,5
52b3c895,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
52e101a8,1,0,1,0,0,0,0,0,2,2,0,0,1,4,0,2
52ec54d0,8,5,5,3,0,2,4,2,9,9,0,15,23,17,0,24
532e1e4f,15,9,11,4,0,8,12,4,12,9,3,10,25,62,1,47
536cebe5,1,1,1,0,0,1,6,5,1,0,1,0,1,3,0,3
539230cf,1,0,0,1,0,1,2,1,2,0,2,1,2,1,0,3
53cad200,12,8,3,3,6,7,14,7,16,2,14,9,21,10,0,35
540ec57b,8,2,5,1,2,4,9,5,9,1,8,8,16,5,0,16
5458f670,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
546bb36e,10,6,5,5,0,5,18,13,9,1,8,5,15,8,1,31
54f5ce34,3,1,3,0,0,2,5,3,3,0,3,2,5,6,0,9
